,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
177859,2022,PA,Pennsylvania,Bradford,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,9.3,,,8.0,10.9,59866,46750,42015,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.5155111278347 41.7887110958834)
177861,2022,PA,Pennsylvania,Cambria,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.9,,,13.1,16.7,131441,106415,42021,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-78.7135019930571 40.4953756223316)
177872,2022,PA,Pennsylvania,Fulton,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.4,,,14.7,18.0,14533,11723,42057,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-78.1128382889983 39.9253441914256)
177873,2022,PA,Pennsylvania,Berks,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,9.8,,,8.4,11.3,430449,336756,42011,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-75.9258093647672 40.4163199739645)
177880,2022,OH,Ohio,Muskingum,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,60.3,,,56.8,63.2,86113,66796,39119,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-81.9443705638671 39.9654979109366)
177882,2021,OH,Ohio,Paulding,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,80.7,,,78.2,83.3,18757,14346,39125,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-84.5802136619402 41.1166104120679)
177883,2022,PA,Pennsylvania,Indiana,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.5,,,15.7,19.5,82957,68262,42063,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-79.0876599621691 40.6518464143536)
177884,2022,PA,Pennsylvania,Montour,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,8.6,,,7.7,9.5,18091,14496,42093,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-76.6587680247033 41.0276252587519)
177885,2022,PA,Pennsylvania,Perry,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.5,,,3.2,3.9,46114,36580,42099,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-77.2622712474235 40.3984083146619)
177893,2022,PA,Pennsylvania,Lebanon,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,36.7,,,30.0,43.7,144011,111779,42075,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-76.4575100228039 40.3672071517113)
177895,2022,PA,Pennsylvania,Crawford,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.2,,,2.9,3.5,82670,65836,42039,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-80.1061210135006 41.6847591926548)
177896,2022,OH,Ohio,Perry,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,9.7,,,8.5,11.0,35480,27219,39127,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-82.2371873934768 39.7377614698385)
177897,2022,PA,Pennsylvania,Philadelphia,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,18.2,,,15.6,20.7,1567258,1236852,42101,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-75.1342678683708 40.0073764238932)
177900,2022,PA,Pennsylvania,York,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,64.4,,,60.8,67.9,461058,361521,42133,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.7263869135604 39.91995594347)
177903,2022,PA,Pennsylvania,Schuylkill,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,7.9,,,7.0,8.9,143104,114785,42107,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-76.216152351359 40.7056715728756)
177904,2022,PA,Pennsylvania,Clearfield,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.8,,,74.9,82.3,77904,63674,42033,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-78.4742199350484 41.0000613695045)
177913,2022,PA,Pennsylvania,Mercer,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.4,,,7.5,9.4,109220,88800,42085,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-80.257673199067 41.3023640884701)
177914,2022,OH,Ohio,Ottawa,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.4,,,14.8,18.0,39978,32977,39123,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-83.1164465932344 41.5336572497729)
177925,2022,OH,Ohio,Wyandot,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,30.2,,,25.7,35.1,21567,16838,39175,SOCLNEED,ISOLATION,CrdPrv,Social Isolation,POINT (-83.3043356711719 40.842380644598)
177928,2022,OH,Ohio,Morrow,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,15.5,,,13.8,17.3,35339,27724,39117,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-82.7939556363472 40.5240934358179)
177929,2022,PA,Pennsylvania,Fayette,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,16.0,,,14.2,17.8,125755,101724,42051,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-79.6474418035071 39.920334883186)
177931,2022,PA,Pennsylvania,Lebanon,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.4,,,8.4,10.4,144011,111779,42075,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-76.4575100228039 40.3672071517113)
177940,2022,PA,Pennsylvania,Cameron,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.8,,,71.5,79.7,4418,3654,42023,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-78.2040372022551 41.4367312238399)
177941,2022,OH,Ohio,Scioto,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,34.8,,,30.3,39.4,72194,56645,39145,SOCLNEED,ISOLATION,CrdPrv,Social Isolation,POINT (-82.9932730384393 38.80401792582)
177943,2022,PA,Pennsylvania,Susquehanna,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,15.4,,,13.7,17.4,38074,31026,42115,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-75.8007919927448 41.8212610713125)
177944,2022,OH,Ohio,Trumbull,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.8,,,3.5,4.1,200643,159684,39155,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-80.761219036042 41.3170156745471)
177945,2022,OH,Ohio,Morgan,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.2,,,16.2,20.6,13668,10826,39115,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-81.8538156975972 39.6205109466093)
177946,2022,PA,Pennsylvania,Montour,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.8,,,20.1,27.8,18091,14496,42093,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.6587680247033 41.0276252587519)
177954,2022,PA,Pennsylvania,Elk,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.3,,,14.6,18.0,30477,24685,42047,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-78.6489315131988 41.4251242334449)
177955,2022,PA,Pennsylvania,Venango,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.3,49777,40467,42121,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-79.7581868804174 41.4006288227586)
177957,2022,PA,Pennsylvania,Potter,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,19.2,,,16.7,21.5,16220,12970,42105,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-77.895884484401 41.7449106328318)
177959,2022,OH,Ohio,Morrow,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,19.5,,,17.5,21.6,35339,27724,39117,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-82.7939556363472 40.5240934358179)
177960,2022,OH,Ohio,Montgomery,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,27.4,,,25.8,29.2,533892,417262,39113,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-84.2906742372083 39.7546661172735)
177964,2022,PA,Pennsylvania,Philadelphia,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.8,,,71.6,82.8,1567258,1236852,42101,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-75.1342678683708 40.0073764238932)
177972,2022,PA,Pennsylvania,Somerset,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,10.7,,,9.4,12.2,72710,59580,42111,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-79.0282547237808 39.9725423472168)
177977,2022,OH,Ohio,Morgan,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,12.2,,,11.1,13.4,13668,10826,39115,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-81.8538156975972 39.6205109466093)
177979,2022,OH,Ohio,Morgan,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.9,,,65.2,80.1,13668,10826,39115,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-81.8538156975972 39.6205109466093)
177980,2022,OH,Ohio,Miami,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.8,,,16.1,19.6,110247,85193,39109,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-84.2289753159029 40.0535853378213)
177983,2022,PA,Pennsylvania,Bradford,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.7,,,4.2,5.2,59866,46750,42015,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-76.5155111278347 41.7887110958834)
177984,2022,OH,Ohio,Morrow,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,28.3,,,24.6,32.1,35339,27724,39117,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-82.7939556363472 40.5240934358179)
177987,2022,OH,Ohio,Warren,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,78.4,,,74.9,81.6,249778,191037,39165,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-84.1666616383255 39.4277223308555)
177988,2022,PA,Pennsylvania,Luzerne,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,26.2,,,22.2,30.4,326369,260524,42079,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.9891245729524 41.1768635137354)
177990,2022,OH,Ohio,Montgomery,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.1,,,62.4,67.8,533892,417262,39113,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-84.2906742372083 39.7546661172735)
177991,2022,OH,Ohio,Portage,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.2,,,6.5,8.0,161745,132730,39133,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-81.1973820342372 41.1676777891816)
177992,2022,OH,Ohio,Pickaway,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,25.8,,,22.0,30.0,60023,47111,39129,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-83.0242544082613 39.6418488739589)
177995,2022,OH,Ohio,Union,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,5.0,,,4.4,5.6,66898,50934,39159,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-83.3715354336427 40.2993895656009)
177996,2022,OH,Ohio,Montgomery,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.2,,,13.0,15.4,533892,417262,39113,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-84.2906742372083 39.7546661172735)
177999,2022,PA,Pennsylvania,Berks,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.2,,,4.8,5.8,430449,336756,42011,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-75.9258093647672 40.4163199739645)
178002,2022,PA,Pennsylvania,Washington,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.3,,,4.6,6.1,210383,169635,42125,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-80.2485444480046 40.1894077449089)
178003,2022,PA,Pennsylvania,Wyoming,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,16.7,,,14.8,18.8,26014,21071,42131,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-76.0164691320074 41.5183545389591)
178005,2022,PA,Pennsylvania,Montour,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,35.3,,,27.5,43.5,18091,14496,42093,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-76.6587680247033 41.0276252587519)
178007,2022,PA,Pennsylvania,Chester,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,29.5,,,23.6,35.7,545823,427058,42029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.7478952890845 39.9733449188581)
178008,2022,PA,Pennsylvania,Fulton,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,36.0,,,28.0,44.3,14533,11723,42057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.1128382889983 39.9253441914256)
178013,2022,PA,Pennsylvania,Juniata,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.9,,,13.1,16.8,23339,18241,42067,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-77.4025903868781 40.5307250450208)
178014,2022,PA,Pennsylvania,McKean,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,14.0,,,12.4,15.6,39866,32229,42083,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-78.5690193435198 41.8075917412225)
178015,2022,OH,Ohio,Sandusky,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.7,,,67.1,81.3,58667,45983,39143,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-83.1440024541005 41.3573025435739)
178016,2022,OH,Ohio,Sandusky,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.2,,,8.3,10.2,58667,45983,39143,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-83.1440024541005 41.3573025435739)
178019,2022,PA,Pennsylvania,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.6,,,6.7,8.5,106027,85792,42001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-77.2179067034351 39.871619978239)
178020,2022,PA,Pennsylvania,Clearfield,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.6,,,4.2,5.0,77904,63674,42033,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-78.4742199350484 41.0000613695045)
178021,2022,PA,Pennsylvania,Union,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,60.2,,,56.4,63.9,42744,35288,42119,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-77.0619616361032 40.9630239654904)
178026,2022,OH,Ohio,Morrow,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.9,,,12.1,17.9,35339,27724,39117,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-82.7939556363472 40.5240934358179)
178029,2022,PA,Pennsylvania,Susquehanna,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,20.6,,,17.0,24.7,38074,31026,42115,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.8007919927448 41.8212610713125)
178032,2022,OH,Ohio,Trumbull,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.1,,,14.4,18.0,200643,159684,39155,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-80.761219036042 41.3170156745471)
178033,2022,OH,Ohio,Seneca,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.8,,,24.4,31.5,54632,43023,39147,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-83.1275866518734 41.1237051920597)
178034,2022,PA,Pennsylvania,Clinton,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,17.4,,,15.6,19.4,37931,30401,42035,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-77.6387449615827 41.234143444052)
178039,2022,OH,Ohio,Stark,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,10.8,,,9.5,12.2,372657,293217,39151,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-81.3654802311805 40.8137809427166)
178046,2022,OH,Ohio,Washington,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,8.2,,,7.1,9.3,58901,47490,39167,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-81.4953288002496 39.4553183091123)
178047,2022,PA,Pennsylvania,Butler,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,77.4,,,73.4,81.1,197300,160035,42019,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-79.9132626491296 40.9120032618258)
178049,2022,PA,Pennsylvania,Berks,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,15.1,,,13.1,17.2,430449,336756,42011,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-75.9258093647672 40.4163199739645)
178053,2022,OH,Ohio,Warren,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,27.6,,,26.4,28.7,249778,191037,39165,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-84.1666616383255 39.4277223308555)
178056,2022,PA,Pennsylvania,Sullivan,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,59.3,,,55.2,63.2,5855,5291,42113,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.5122542595733 41.446037851583)
178058,2022,PA,Pennsylvania,Lawrence,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,9.1,,,8.1,10.2,84849,68087,42073,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-80.3347356743559 40.9912321501165)
178059,2022,PA,Pennsylvania,Northampton,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,10.2,,,8.9,11.6,318526,258105,42095,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-75.3074851332014 40.7545552605228)
178062,2022,PA,Pennsylvania,Wayne,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,32.4,,,28.0,36.8,51173,42711,42127,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-75.3033288891875 41.6486390281983)
178067,2022,PA,Pennsylvania,Butler,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.0,,,2.7,3.3,197300,160035,42019,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-79.9132626491296 40.9120032618258)
178070,2022,PA,Pennsylvania,Armstrong,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.4,,,20.7,28.3,64747,52537,42005,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-79.4647906785908 40.8120603114913)
178073,2021,PA,Pennsylvania,Centre,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,78.6,,,75.4,81.6,158425,135709,42027,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-77.8198125369243 40.9187332372117)
178075,2021,PA,Pennsylvania,Dauphin,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,84.5,,,82.0,87.0,288800,225073,42043,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-76.7794808231038 40.4160182717579)
178077,2022,PA,Pennsylvania,Pike,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,60558,50297,42103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-75.0336159346126 41.3320909480683)
178078,2022,PA,Pennsylvania,Erie,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,19.8,,,17.8,22.1,267689,212575,42049,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-80.0327592687448 41.9924719108558)
178081,2022,OH,Ohio,Ottawa,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,37.1,,,35.0,39.1,39978,32977,39123,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-83.1164465932344 41.5336572497729)
178082,2022,OH,Ohio,Morrow,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.1,,,14.1,20.5,35339,27724,39117,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-82.7939556363472 40.5240934358179)
178084,2022,PA,Pennsylvania,Cameron,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.7,,,25.9,35.7,4418,3654,42023,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-78.2040372022551 41.4367312238399)
178086,2022,OH,Ohio,Muskingum,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.3,,,7.5,9.1,86113,66796,39119,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-81.9443705638671 39.9654979109366)
178087,2022,OH,Ohio,Monroe,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,9.6,,,8.7,10.6,13234,10548,39111,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-81.08292876066 39.7273484694683)
178088,2022,OH,Ohio,Pickaway,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,13.5,,,12.1,15.2,60023,47111,39129,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-83.0242544082613 39.6418488739589)
178091,2022,PA,Pennsylvania,Wayne,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,38.8,,,31.7,46.4,51173,42711,42127,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-75.3033288891875 41.6486390281983)
